-2.4971753736436106e+00,1.6935911123108536e+01,1.6372631437676048e+01,1.5628880621450971e+01
-2.4471400522168985e+00,1.6376258770028521e+01,1.5910495789387499e+01,1.5647722625604928e+01
-2.3971047307901863e+00,1.5827066390635498e+01,1.5448896960843010e+01,1.5513427567112108e+01
-2.3470694093634741e+00,1.5288333984929457e+01,1.4988468459659162e+01,1.5258641448380212e+01
-2.2970340879367619e+00,1.4760061552910400e+01,1.4529819716628255e+01,1.4911302592016279e+01
-2.2469987665100497e+00,1.4242249094578330e+01,1.4073536509354764e+01,1.4495129438090970e+01
-2.1969634450833375e+00,1.3734896609933246e+01,1.3620181385891783e+01,1.4030073426885194e+01
-2.1469281236566253e+00,1.3238004098975146e+01,1.3170294088377505e+01,1.3532738529774305e+01
-2.0968928022299131e+00,1.2751571561704035e+01,1.2724391976671658e+01,1.3016768957661904e+01
-2.0468574808032010e+00,1.2275598998119907e+01,1.2282970451991991e+01,1.2493206543131540e+01
-1.9968221593764888e+00,1.1810086408222764e+01,1.1846503380550711e+01,1.1970819259241269e+01
-1.9467868379497766e+00,1.1355033792012607e+01,1.1415443517190951e+01,1.1456402304642559e+01
-1.8967515165230644e+00,1.0910441149489436e+01,1.0990222929023226e+01,1.0955053151461508e+01
-1.8467161950963522e+00,1.0476308480653250e+01,1.0571253419061890e+01,1.0470421919136824e+01
-1.7966808736696400e+00,1.0052635785504052e+01,1.0158926949861604e+01,1.0004938404165678e+01
-1.7466455522429278e+00,9.6394230640418357e+00,9.7536160671537893e+00,9.5600170624649081e+00
-1.6966102308162156e+00,9.2366703162666077e+00,9.3556743234830773e+00,9.1362412078117003e+00
-1.6465749093895035e+00,8.8443775421783641e+00,8.9654367018437870e+00,8.7335276565843216e+00
-1.5965395879627913e+00,8.4625447417771067e+00,8.5832200393163678e+00,8.3512730157800164e+00
-1.5465042665360791e+00,8.0911719150628354e+00,8.2093234507038648e+00,7.9884827780437346e+00
-1.4964689451093669e+00,7.7302590620355494e+00,7.8440287521683842e+00,7.6438843541978576e+00
-1.4464336236826547e+00,7.3798061826952477e+00,7.4876008848675326e+00,7.3160251405196064e+00
-1.3963983022559425e+00,7.0398132770419322e+00,7.1402883385909011e+00,7.0033566847693498e+00
-1.3463629808292303e+00,6.7102803450756028e+00,6.8023235753965068e+00,6.7043059817295756e+00
-1.2963276594025182e+00,6.3912073867962587e+00,6.4739234532472505e+00,6.4173348957707539e+00
-1.2462923379758060e+00,6.0825944022038998e+00,6.1552896496473952e+00,6.1409886747169296e+00
-1.1962570165490938e+00,5.7844413912985271e+00,5.8466090852789971e+00,5.8739344860403051e+00
-1.1462216951223816e+00,5.4967483540801387e+00,5.5480543476383914e+00,5.6149908731706999e+00
-1.0961863736956694e+00,5.2195152905487365e+00,5.2597841146726303e+00,5.3631489964622130e+00
-1.0461510522689572e+00,4.9527422007043205e+00,4.9819435784159527e+00,5.1175864901159951e+00
-9.9611573084224503e-01,4.6964290845468897e+00,4.7146648686262411e+00,4.8776747331145280e+00
-9.4608040941553284e-01,4.4505759420764441e+00,4.4580674764214789e+00,4.6429802989793547e+00
-8.9604508798882065e-01,4.2151827732929847e+00,4.2122586779162123e+00,4.4132613159207033e+00
-8.4600976656210847e-01,3.9902495781965106e+00,3.9773339578580056e+00,4.1884594357040097e+00
-7.9597444513539628e-01,3.7757763567870217e+00,3.7533774332639025e+00,3.9686880763148076e+00
-7.4593912370868409e-01,3.5717631090645190e+00,3.5404622770568830e+00,3.7542175702600660e+00
-6.9590380228197191e-01,3.3782098350290011e+00,3.3386511417023264e+00,3.5454578171004711e+00
-6.4586848085525972e-01,3.1951165346804693e+00,3.1479965828444643e+00,3.3429390055647747e+00
-5.9583315942854753e-01,3.0224832080189232e+00,2.9685414829428431e+00,3.1472909373537874e+00
-5.4579783800183534e-01,2.8603098550443620e+00,2.8003194749087843e+00,2.9592214514981432e+00
-4.9576251657512316e-01,2.7085964757567869e+00,2.6433553657418387e+00,2.7794944148904950e+00
-4.4572719514841097e-01,2.5673430701561970e+00,2.4976655601662503e+00,2.6089077113693051e+00
-3.9569187372169878e-01,2.4365496382425929e+00,2.3632584842674111e+00,2.4482716284879227e+00
-3.4565655229498660e-01,2.3162161800159744e+00,2.2401350091283221e+00,2.2983880078591863e+00
-2.9562123086827441e-01,2.2063426954763412e+00,2.1282888744660529e+00,2.1600304917222770e+00
-2.4558590944156222e-01,2.1069291846236937e+00,2.0277071122681978e+00,2.0339261651351048e+00
-1.9555058801485004e-01,2.0179756474580319e+00,1.9383704704293379e+00,1.9207388599520119e+00
-1.4551526658813785e-01,1.9394820839793554e+00,1.8602538363874974e+00,1.8210543535031145e+00
-9.5479945161425661e-02,1.8714484941876648e+00,1.7933266607606042e+00,1.7353676616481204e+00
-4.5444623734713474e-02,1.8138748780829594e+00,1.7375533809829482e+00,1.6640725926339905e+00
4.5906976919987130e-03,1.7667612356652398e+00,1.6928938449416393e+00,1.6074536949423277e+00
5.4626019118710900e-02,1.7301075669345058e+00,1.6593037346130681e+00,1.5656806990689092e+00
1.0466134054542309e-01,1.7039138718907572e+00,1.6367349896993633e+00,1.5388055199342967e+00
1.5469666197213527e-01,1.6881801505339942e+00,1.6251362312648507e+00,1.5267618533809855e+00
2.0473198339884746e-01,1.6829064028642169e+00,1.6244531853725135e+00,1.5293673669690750e+00
2.5476730482555965e-01,1.6880926288814249e+00,1.6346291067204493e+00,1.5463284520389711e+00
3.0480262625227184e-01,1.7037388285856188e+00,1.6556052022783299e+00,1.5772474707661488e+00
3.5483794767898402e-01,1.7298450019767979e+00,1.6873210549238606e+00,1.6216323986895351e+00
4.0487326910569621e-01,1.7664111490549628e+00,1.7297150470792382e+00,1.6789087299515884e+00
4.5490859053240840e-01,1.8134372698201131e+00,1.7827247843476104e+00,1.7484334792446803e+00
5.0494391195912058e-01,1.8709233642722491e+00,1.8462875191495347e+00,1.8295110812149067e+00
5.5497923338583277e-01,1.9388694324113707e+00,1.9203405743594368e+00,1.9214109548309795e+00
6.0501455481254496e-01,2.0172754742374779e+00,2.0048217669420705e+00,2.0233864669823749e+00
6.5504987623925715e-01,2.1061414897505704e+00,2.0996698315889750e+00,2.1346949963274371e+00
7.0508519766596933e-01,2.2054674789506485e+00,2.2048248443549361e+00,2.2546187651686629e+00
7.5512051909268152e-01,2.3152534418377124e+00,2.3202286462944421e+00,2.3824860738889111e+00
8.0515584051939371e-01,2.4354993784117616e+00,2.4458252670981451e+00,2.5176925392388121e+00
8.5519116194610589e-01,2.5662052886727964e+00,2.5815613487293194e+00,2.6597219045221658e+00
9.0522648337281808e-01,2.7073711726208169e+00,2.7273865690603194e+00,2.8081659564826600e+00
9.5526180479953027e-01,2.8589970302558232e+00,2.8832540655090400e+00,2.9627430504517362e+00
1.0052971262262425e+00,3.0210828615778142e+00,3.0491208586753724e+00,3.1233147120739826e+00
1.0553324476529546e+00,3.1936286665867919e+00,3.2249482759776686e+00,3.2898997506829399e+00
1.1053677690796668e+00,3.3766344452827539e+00,3.4107023752891950e+00,3.4626852861567290e+00
1.1554030905063790e+00,3.5701001976657025e+00,3.6063543685745922e+00,3.6420340578394605e+00
1.2054384119330912e+00,3.7740259237356364e+00,3.8118810455263374e+00,3.8284873508708568e+00
1.2554737333598034e+00,3.9884116234925555e+00,4.0272651972011975e+00,4.0227628420231039e+00
1.3055090547865156e+00,4.2132572969364608e+00,4.2524960396566964e+00,4.2257466339004210e+00
1.3555443762132278e+00,4.4485629440673513e+00,4.4875696375875620e+00,4.4384787131134029e+00
1.4055796976399400e+00,4.6943285648852271e+00,4.7324893279621971e+00,4.6621310347966709e+00
1.4556150190666521e+00,4.9505541593900890e+00,4.9872661436591317e+00,4.8979774025949308e+00
1.5056503404933643e+00,5.2172397275819362e+00,5.2519192371034800e+00,5.1473542799990479e+00
1.5556856619200765e+00,5.4943852694607687e+00,5.5264763039034079e+00,5.4116116356702477e+00
1.6057209833467887e+00,5.7819907850265873e+00,5.8109740064865818e+00,5.6920528921471192e+00
1.6557563047735009e+00,6.0800562742793911e+00,6.1054583977366370e+00,5.9898630140865903e+00
1.7057916262002131e+00,6.3885817372191802e+00,6.4099853446296233e+00,6.3060237389465712e+00
1.7558269476269253e+00,6.7075671738459555e+00,6.7246209518704809e+00,6.6412149197745141e+00
1.8058622690536374e+00,7.0370125841597160e+00,7.0494419855294908e+00,6.9957009165225861e+00
1.8558975904803496e+00,7.3769179681604617e+00,7.3845362966787249e+00,7.3692009390668227e+00
1.9059329119070618e+00,7.7272833258481937e+00,7.7300032450285201e+00,7.7607422118639411e+00
1.9559682333337740e+00,8.0881086572229108e+00,8.0859541225639315e+00,8.1684947969362547e+00
2.0060035547604862e+00,8.4593939622846133e+00,8.4525125771811886e+00,8.5895868786314260e+00
2.0560388761871984e+00,8.8411392410333018e+00,8.8298150363241543e+00,9.0198992803605265e+00
2.1060741976139106e+00,9.2333444934689748e+00,9.2180111306207877e+00,9.4538379502741954e+00
2.1561095190406228e+00,9.6360097195916357e+00,9.6172641175195999e+00,9.8840831195934449e+00
2.2061448404673349e+00,1.0049134919401281e+01,1.0027751304926115e+01,1.0301313804067883e+01
2.2561801618940471e+00,1.0472720092897911e+01,1.0449664474839325e+01,1.0693906285790996e+01
2.3062154833207593e+00,1.0906765240081528e+01,1.0883210306988152e+01,1.1047605179358344e+01
2.3562508047474715e+00,1.1351270360952128e+01,1.1328610802467914e+01,1.1345165653111270e+01
2.4062861261741837e+00,1.1806235455509716e+01,1.1786103707376766e+01,1.1565965342965095e+01
2.4563214476008954e+00,1.2271660523754285e+01,1.2255942936452167e+01,1.1685584463077449e+01
